case_id,true_state,is_fraud,e1_new_account,e2_domain_mismatch,verified,e3_confirms,fraud_prob_pre_verification,final_fraud_prob,action,outcome,case_cost_rs
383,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
384,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
385,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
386,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
387,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
388,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
389,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
390,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
391,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
392,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
393,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
394,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
395,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
396,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
397,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
398,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
399,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
400,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
401,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
402,Impersonation,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
403,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
404,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
405,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
406,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
407,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
408,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
409,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
410,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
411,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
412,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
413,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
414,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
415,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
416,Insider,1,1,1,0,,1.0,1.0,Escalate,TP,0
417,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
418,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
419,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
420,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
421,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
422,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
423,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
424,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
425,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
426,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
427,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
428,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
429,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
430,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
431,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
432,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
433,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
434,Something else,1,0,1,0,,1.0,1.0,Escalate,TP,0
435,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
436,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
437,Insider,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
438,Genuine,0,1,0,1,0,0.62522,0.940309,Escalate,FP,2300
439,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
440,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
441,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
442,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
443,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
444,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
445,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
446,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
447,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
448,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
449,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
450,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
451,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
452,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
453,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
454,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
455,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
456,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
457,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
458,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
459,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
460,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
461,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
462,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
463,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
464,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
465,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
466,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
467,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
468,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
469,Insider,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
470,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
471,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
472,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
473,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
474,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
475,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
476,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
477,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
478,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
479,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
480,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
481,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
482,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
483,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
484,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
485,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
486,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
487,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
488,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
489,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
490,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
491,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
492,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
493,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
494,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
495,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
496,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
497,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
498,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
499,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
500,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
501,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
502,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
503,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
504,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
505,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
506,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
507,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
508,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
509,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
510,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
511,Impersonation,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
512,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
513,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
514,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
515,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
516,Impersonation,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
517,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
518,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
519,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
520,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
521,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
522,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
523,Impersonation,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
524,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
525,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
526,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
527,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
528,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
529,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
530,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
531,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
532,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
533,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
534,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
535,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
536,Genuine,0,1,0,1,0,0.62522,0.940309,Escalate,FP,2300
537,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
538,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
539,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
540,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
541,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
542,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
543,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
544,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
545,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
546,Something else,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
547,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
548,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
549,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
550,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
551,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
552,Genuine,0,1,0,1,0,0.62522,0.940309,Escalate,FP,2300
553,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
554,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
555,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
556,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
557,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
558,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
559,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
560,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
561,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
562,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
563,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
564,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
565,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
566,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
567,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
568,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
569,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
570,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
571,Insider,1,1,1,0,,1.0,1.0,Escalate,TP,0
572,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
573,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
574,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
575,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
576,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
577,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
578,Compromised,1,0,0,1,0,0.012353,0.095745,Escalate,TP,300
579,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
580,Impersonation,1,0,1,0,,1.0,1.0,Escalate,TP,0
581,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
582,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
583,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
584,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
585,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
586,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
587,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
588,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
589,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
590,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
591,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
592,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
593,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
594,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
595,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
596,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
597,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
598,Impersonation,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
599,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
600,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
601,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
602,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
603,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
604,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
605,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
606,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
607,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
608,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
609,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
610,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
611,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
612,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
613,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
614,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
615,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
616,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
617,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
618,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
619,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
620,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
621,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
622,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
623,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
624,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
625,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
626,Insider,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
627,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
628,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
629,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
630,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
631,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
632,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
633,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
634,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
635,Impersonation,1,0,1,0,,1.0,1.0,Escalate,TP,0
636,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
637,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
638,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
639,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
640,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
641,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
642,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
643,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
644,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
645,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
646,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
647,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
648,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
649,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
650,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
651,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
652,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
653,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
654,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
655,Insider,1,1,1,0,,1.0,1.0,Escalate,TP,0
656,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
657,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
658,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
659,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
660,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
661,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
662,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
663,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
664,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
665,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
666,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
667,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
668,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
669,Insider,1,0,0,1,0,0.012353,0.095745,Escalate,TP,300
670,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
671,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
672,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
673,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
674,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
675,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
676,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
677,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
678,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
679,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
680,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
681,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
682,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
683,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
684,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
685,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
686,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
687,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
688,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
689,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
690,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
691,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
692,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
693,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
694,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
695,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
696,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
697,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
698,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
699,Compromised,1,1,0,1,1,0.62522,0.093602,Escalate,TP,300
700,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
701,Compromised,1,0,0,1,0,0.012353,0.095745,Escalate,TP,300
702,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
703,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
704,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
705,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
706,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
707,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
708,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
709,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
710,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
711,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
712,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
713,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
714,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
715,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
716,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
717,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
718,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
719,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
720,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
721,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
722,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
723,Compromised,1,1,0,1,1,0.62522,0.093602,Escalate,TP,300
724,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
725,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
726,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
727,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
728,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
729,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
730,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
731,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
732,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
733,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
734,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
735,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
736,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
737,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
738,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
739,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
740,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
741,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
742,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
743,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
744,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
745,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
746,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
747,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
748,Compromised,1,0,0,1,0,0.012353,0.095745,Escalate,TP,300
749,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
750,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
751,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
752,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
753,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
754,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
755,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
756,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
757,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
758,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
759,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
760,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
761,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
762,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
763,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
764,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
765,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
766,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
